AD_ID,AD_TARGETING_INTERESTS,AD_CLICKS,AD_IMPRESSIONS,AD_TEXT,TARGETTING_GROUP
1120,"Pan-Africanism, African-American Civil Rights Movement(1954-68), African-American history or Black (Color)",27,48,"U.S. ARMY LIFTS BAN ON DREADLOCKS. After the critics complained about the Army's unfair burden on black women's hair, the U.S. Army again lifted the ban on dreadlocks that was instated in April 2014. The ban faced an instant backlash from black women so the Army unbanned braids and twists amidst the criticism. Some of the female soldiers used harsh chemicals to keep their hair straight. Moreover, every eight weeks it cost them to $80. Thus, the ban on dreadlocks caused a lot of unnecessary stress. The ban on locs, which was part of Army Regulation 670-1, remained until January 2017. The new rules offered female soldiers another hairstyle option. Now the rules allow dreadlocks and locks but only if they are less than a half- inch wide. Well, it took months for the Army to recognize that black women have different hair texture.",Black
1121,"Pan-Africanism, African-American Civil Rights Movement (1954-68), African-American history or Black (Color)",12275,83675,We do not want war or violence. We want egaulity and peace.,Black
1122,"Pan-Africanism, African-American Civil Rights Movement (1954-68), African-American history or Black (Color)",3420,24498,Working on a great plan... African Kingdom.,Black
1124,"Pan-Africanism, African-American Civil Rights Movement (1954-68), African-American history or Black (Color)",3704,31308,"In America, racial oppression and racism were never an ancient history.",Black
1125,"Pan-Africanism, African-American Civil Rights Movement (1954-68), African-American history or Black (Color)",392,7911,Show your support! Buy this cool stuff. Simple and cool. Black Is Beautiful,Black
1126,"Black Power, Black Panther Party or Black panther",0,0,"Houstonians, come out to honor the memory of Huey P. Newton, and other black leaders and prominent members of the Black Panther Party on October 15! We should revive their legacy and discuss the plan that Newton and Seale crafted to empower Black communities economically. The plan contained basic demands such as self-determination; decent housing; full employment. education that included African-American history; and an end to police brutality. The list of confirmed speakers will be released a few days before the event. Share and invite your friends! Black Panther Party 50th Anniversary H-Town",Black
1128,"Black Power, Black Panther Party or Black panther",878,9693,"Houstonians, come out to honor the memory of Huey P. Newton, and other black leaders and prominent members of the Black Panther Party on October 15! We should revive their legacy and discuss the plan that Newton and Seale crafted to empower Black communities economically. The plan contained basic demands such as self-determination, decent housing, full employment, education that included African-American history, and an end to police brutality. The list of confirmed speakers will be released a few days before the event. Share and invite your friends! Black Panther Party 50th Anniversary H-Town",Black
1130,"Pan-Africanism, African-American Civil Rights Movement(1954-68), African-American history or Black (Color)",5230,37199,"Back in 1960, Ruby Bridges became the first black child to attend an all-white elementary school in the South. Despite the fact that a child faced a crowd of angry faces on a daily basis at school, she continued to fight for equality in education.",Black
1132,"Pan-Africanism, African-American Civil Rights Movement(1954-68), African-American history or Black (Color)",2963,22961,"On February 21, 1965, one week after his home was firebombed, Malcolm X was shot to death while speaking at a rally of his organization in New York City.",Black
1133,"Black nationalism, Pan-Africanism, Police misconduct, African-American culture, African-American Civil Rights Movement ( 1954-68), African-American history, Black Consciousness Movement, Martin Luther King Ill, Stop Police Brutality or Black (Color)",11269,67886,repost Facts.,Black
1134,"Pan-Africanism, African-American Civil Rights Movement (1954-68), African-American history or Black (Color)",7885,45404,"When a man in blue afraid of a person of color so he has to shoot him,- ""blue"" lives don't exist.",Black
1135,"Pan-Africanism, African-American Civil Rights Movement (1954-68), African-American history or Black (Color)",1102,8574,Things every black person needs to know.,Black
1136,"Black nationalism, Pan-Africanism, African-American culture, African-American Civil Rights Movement (1954--68), African-American history, Black Consciousness Movement, Martin Luther King Ill or Black (Color)",1415,9746,Share this and make it go viral. Media won't share this because positive Black male images ifs not okay to display in America.,Black
1138,"Pan-Africanism, African-American Civil Rights Movement (1954-68), African-American history or Black (Color)",238,11981,Give your online shopping a fresh start with these awesome t-shirts that are found in so many designs. https://www.facebook.com/pg/blacktivists/shop/?rid=128371547505950&rt=6 www.facebook.com facebook.com,Black
1139,"Black nationalism, Pan-Africanism, Police misconduct, African-American culture, African-American Civil Rights Movement(1954-68), African-American history, Black Consciousness Movement, Martin Luther King III, Stop Police Brutality or Black (Color)",4433,29629,Black girls are the definition of national greatness.,Black
1140,"Black nationalism, Pan-Africanism, African-American culture, African-American Civil Rights Movement (1954--68), African-American history, Black Consciousness Movement, Martin Luther King Ill or Black (Color)",2744,11817,"A black man employed by Comcast being given a ticket for doing his job. This man was working on a house when a bystander reported him to the cops. When police showed up, they drew the gun and told the man to put his hands up because he was accused of walking around the property, looking through windows and searching for a way to steal from home. Despite the fact that the man wore a red Comcast shirt and was standing next to his white Comcast truck searching for some wiring to do his job, the police gave him a ticket for literally doing his job. Welcome to the United States of Racism.",Black
1143,"Black nationalism, Pan-Africanism, Police misconduct, African-American culture, African-American Civil Rights Movement(1954-68), African-American history, Black Consciousness Movement, Martin Luther King III, Stop Police Brutality or Black (Color)",3722,24266,Art imitates life art. This photo is great.,Black
1144,"Pan-Africanism, African-American Civil Rights Movement(1954-68), African-American history or Black (Color)",6911,47817,The world needs to acknowledge Black Holocaust. #StayWoke #BrotherForBorther #SissterForSister #StayTogether,Black
1145,"Pan-Africanism, African-American Civil Rights Movement (1954-68), African-American history or Black (Color)",1441,8475,"Colin Kaepernick is no Rosa Parks, who was a victim of segregation. But Colin Kaepernick is an articulate young man, who refused to show pride in a flag for a country that continues to gun down innocent black men.",Black
1153,"Pan-Africanism, African-American Civil Rights Movement (1954-68), African-American history or Black (Color)",1528,12398,The media did not report this story. But we will. This Nigerian Surgeon in Texas Children's Hospital removed a baby from a womb and operated on her tumor returning the baby to her mother's uterus. The baby was born healthy.,Black
1154,"Pan-Africanism, African-American Civil Rights Movement(1954-68), African-American history or Black (Color)",3301,23334,It's not about wanting to be someone else. It's about knowing who you are and comfort in your skin.,Black
1158,"Black nationalism, Pan-Africanism, Police misconduct, African-American culture, African-American Civil Rights Movement ( 1954-68), African-American history, Black Consciousness Movement, Martin Luther King Ill, Stop Police Brutality or Black (Color)",2665,19266,"Black women are stunning, gorgeous and absolutely beautiful.",Black
1159,"Pan-Africanism, African-American Civil Rights Movement (1954-68), African-American history or Black (Color)",5853,37118,Our ancestors lived on this land long before Columbus.,Black
1160,"Pan-Africanism, African-American Civil Rights Movement (1954-68), African-American history or Black (Color)",2011,14372,"The truth matters. Stand for what you believe, kneel for what you don't.",Black
1161,"Pan-Africanism, African-American Civil Rights Movement (1954-68), African-American history or Black (Color)",0,0,Back when natural beauty and having a girl was cool....,Black
1162,"Pan-Africanism, African-American Civil Rights Movement (1954-68), African-American history or Black (Color)",4978,30388,My face when I am unbothered and not afraid of the racist system.,Black
1163,"Pan-Africanism, African-American Civil Rights Movement (1954-68), African-American history or Black (Color)",1287,6780,Share this gorgeous 86-year-old bride.,Black
1164,"Human rights, Malcolm X Memorial Foundation, Malcolm X Grassroots Movement, End Slavery Now, Justice, Culture, Slavery in the United States, African-American culture, African culture, Black is beautiful, Black Consciousness Movement, Martin Luther King Ill, Equal opportunity, Angela Davis, Stop Police Brutality, Anti-discrimination, Black (Color) or Nigerians",2135,19035,Their mom decided to start her children's first day of school at the National Museum of African American History and Culture. What a great day of homeschool.,Black
1167,"Pan-Africanism, African-American Civil Rights Movement(1954-68), African-American history or Black (Color)",2668,18845,It takes so much of diligence and hard work for black people to be successful in any business. That's why supporting these businesses not only help black entrepreneurs but also puts money in the community.,Black
1168,"Pan-Africanism, African-American Civil Rights Movement (1954-68), African-American history or Black (Color)",55,2122,"Commemorate the ""Black History Month"" and celebrate this month with our legit t-shirts. https://www.facebook.com/pg/blacktivists/shop/?rid=128371547505950&rt=6 www.facebook.com facebook.com",Black
1169,"Pan-Africanism, African-American Civil Rights Movement(1954-68), African-American history or Black (Color)",945,8806,"This 13-year-old 8th grader is one of about 100 top science, technology, engineering and math students from across America.",Black
1172,"Pan-Africanism, African-American Civil Rights Movement(1954-68), African-American history or Black (Color)",2647,21941,"Based on scientific literature, skeletons and skulls of the ancient Egyptians indicate they were Negroid people with features very similar to those of modern Black Nubians and people of East Africa. Remember who you are and know your ancestors.",Black
1173,"Pan-Africanism, African-American Civil Rights Movement(1954-68), African-American history or Black (Color)",4189,32256,Let's build each other.,Black
1176,"Black nationalism, Pan-Africanism, African-American culture, African-American Civil Rights Movement (1954--68), African-American history, Black Consciousness Movement, Martin Luther King Ill or Black (Color)",2305,17968,"Share this image, because it will never make it to the mainstream media.",Black
1179,"Black nationalism, Pan-Africanism, Police misconduct, African- American culture, African-American Civil Rights Movement (1954-68), African- American history, Black Consciousness Movement, Martin Luther King Ill, Stop Police Brutality or Black (Color)",3605,20526,repost Don't mess with us.,Black
1180,"Black nationalism, Pan-Africanism, Police misconduct, African-American culture, African-American Civil Rights Movement (1954-68), African-American history, Black Consciousness Movement, Martin Luther King Ill, Stop Police Brutality or Black (Color)",2527,17158,BO? Repost from,Black
1182,"Black nationalism, Pan-Africanism, Police misconduct, African-American culture, African-American Civil Rights Movement(1954-68), African-American history, Black Consciousness Movement, Martin Luther King III, Stop Police Brutality or Black (Color)",4962,31256,Represent your unapologetically African roots.,Black
1183,"Pan-Africanism, African-American Civil Rights Movement (1954-68), African-American history or Black (Color)",1635,18888,"Choose peace and vote for Jill Stein. Trust me, it's not a wasted vote.",Black
1188,"Pan-Africanism, African-American Civil Rights Movement (1954-68), African-American history or Black (Color)",13873,98328,Educate your children on black culture and appropriation. #Blackisonfleek,Black
1189,"Pan-Africanism, African-American Civil Rights Movement (1954-68), African-American history or Black (Color)",2909,33302,HOW 2016 HAS BEEN REMEMBERED AND WHAT 2016 HAS TAUGHT US? This boy will make you cry... HOW 2016 HAS BEEN REMEMBERED AND WHAT 2016 HAS TAUGHT US?,Black
1190,"Pan-Africanism, African-American Civil Rights Movement(1954-68), African-American history or Black (Color)",568,4371,"Blacks and Natives do not just share a rich history, but also enormous struggles. Brothers and Sisters! We should stand together against a common oppressor.",Black
1191,"Pan-Africanism, African-American Civil Rights Movement(1954-68), African-American history or Black (Color)",3058,24894,"A senior middle blocker Mara Green took a knee as the national anthem began to play before the Florida State's volleyball match. Despite the fact that 1,550 fans in Tully Gymnasium, shouted, ""Stand up!"" Green remained on one knee.",Black
1192,"Pan-Africanism, African-American Civil Rights Movement (1954-68), African-American history or Black (Color)",6981,43022,"In America, you always feel like there is something wrong with being proud of your ethnicity that is often mistaken as hate.",Black
1238,"Black Tea Patriots, Black Knowledge, BlackNews.com, BEING BLACK!!! or HuffPost Black Voices",0,0,"We all know that black communities and Natives have always been plagued by an array of issues that we have to deal on a daily basis. Watching America's reaction to racism is very telling. Last year, police brutality and racism have made it t the forefront. Hundreds of unarmed black men and women died at the hands of police officers. We are tired to feel neglected and ignored. We all have had enough. And now we need to come together, be honest and get the government's attention. We do not expect you to solve generations of inequality and oppression overnight. We do, however, expect you to come and to address the issues and put forward a plan to make change. #StopNativeGenocide #BlackLivesMatter",Black
1430,"African-American music, Black History Month or African-American history",200,6274,"Last month, Edward M. Nero, the second to be tried in Freddie Gray's case among the six of Demand Justice For Freddie Gray",Black
1443,BlackNews.com or HuffPost Black Voices Behaviors: African American (US),15,384,"We are not against the police, We are against police brutality!",Black
1684,"Black Power, Fight the Power, Black history, My Black is Beautiful, Black History Month, African-American history, Black is beautiful, Malcolm X or Black Girls Rock!",147,11812,"Our existence is being threatened by a race that sees itself'masters over our melanin, but dear Strong Black Men, the system and racism got re-engaged so we have no choice but to fight back, anyway, anyhow! Follow blackmattersus.",Black
1688,"Understanding racial segregation in the united states, Leadership development, California African American Museum, The African History Network, Martin Luther King, Jr., Rosa Parks, Sister 2 Sister magazine, The Autobiography of Malcolm X, World Day of Social Justice, Leadership, Black Arts Movement, Fight the Power, Black history, Jesse Jackson, BlackNews.com, Racial equality, African-American literature, Afrocentrism, My Black is Beautiful, Racial integration, Phaedra Parks, Black History Month, Sister 2 Sister, African-American history, Black is beautiful, The Honorable Minister Louis Farrakhan, madeas family reunion, Malcolm X (EI-Hajj Malik EI-Shabazz), Slavery by Another Name, African American Museum in Philadelphia, Afrocentric education, Bias, Black (Color), HuffPost Black Voices or Social Justice Solutions",646,26919,"Yesterday and the day before yesterday and many days before that, we had to witness horrible crimes committed by the police against Black men. The killing of Al Never Forget Never July 16th, 1 pm. Washington Square Park, NYC Blackluive",Black
1695,"Black Power.. Fight the Power, Black Panther Party.. Slavery by Another Name, Malcolm X or Cop Block",920,36601,I didn't believe the media. SO I BECAME ONE. Follow!,Black
1698,Black Power or Malcolm X,0,0,"Join us on August 13! DM @blackmattersus or visit blackmattersus.com for more details! I didn't believe the media, SO I BECAME ONE. BE THERE, JOIN US ? Blackluive",Black
1699,Black Power or Malcolm X,264,9069,"Join us on August 13! DM blackmattersus or visit blackmattersus.com for more details! I didn't believe the media, SO I BECAME ONE. BE THERE, JOIN US ? Blackluive",Black
1700,"Black Power, Fight the Power, Black Panther Party, Slavery by Another Name, Malcolm X or Cop Block",765,36585,O000ps seems like someone screwed up! Salute our brave and smart cops who mistake man's member for a deadly weapon. Follow US and stay WOKE!,Black
1714,"BlackNews.com or HuffPost Black Voices, Behaviors: African American (US)",92,65475,Get breaking news and analysis on the life of African American community in the US. Black Matters Blackluive,Black
1715,"Fight the Power, Black history, My Black is Beautiful, Black is beautiful or Cop Block, Behaviors: African American(US)",1075,61822,"If you do care about the future of black community, follow blackmattersus! Know the truth, stay tuned!",Black
1877,"Malcolm X, Martin Luther King, Jr., Black church, Louis Farrakhan, Black Panther Party, The Honorable Minister Louis Farrakhan or National Black Police Association (United Kingdom), Field of study: African-American history",9,10114,Black lives do matter! We want justice or else! Follow us to know the truth! Go to our website to stay abreast of the latest black news in America.( link in the bio),Black
1879,Black Power Behaviors: Multicultural Affinity: African American (US),68,7575,"Is it a crime to be proud of being Black? Our women are of the most beauty and men of the most strength. American government and media try to suppress the idea of Blacks being equal, I'm not even talking about being better. We are better, we are tougher and we managed to pass through the centuries of slavery and oppression! That's why we must stay together, cause together we are power! United we stand, divided we fall! Join us! Black Pride ( @black Yoyoyoyoyoy",Black
1884,Black Power or Cop Block,0,277,"This is the oldest African American museum in the U.S. & features over 9,000 objects including African American fine arts, traditional African, Native American, Native Hawaiian, Pacific Island, and Asian art. Located in Hampton, Virginia, in the heart of the historic Hampton University campus, the Hampton University Museum is a unique institution and a national treasure. Black Pride Yoyoyoyoyoy",Black
1894,Say It Loud - I'm Black and I'm Proud or Stop Police Brutality,4,1589,"Click to Learn More! In the 1730s, a seven-year-old English girl was washed up on the shores of West Africa and was adopted by her rescuers. She became the wife of a Prince and started a dynasty that extends into many of today's Xhosa royal families. Due to her recessive gene, now and then a child is born in the area with bright blue eyes. This is fascinating! This is a pure luck for a Black girl to be adopted and loved after being thrown to the sea. I guess she deserved to be a queen after what she had experienced. Black people are the best of the best and I'm proud to be Black! #Blackprideus #black #blacklove #african #africanamerican #blacklivesmatter #icantbreathe #blackpride #blackandproud black priiide Yoyoyoyoyoy",Black
1932,"Martin Luther King, Jr., Pan-Africanism, Black Power, Fight the Power, Black history, Black Panther Party, My Black is Beautiful, African-American history, Black is beautiful or Black Girls Rock!",683,38262,Black people all around the world are proud of who they are and these Black twins are proudly identifying with their roots.,Black
1933,"Black nationalism, Martin Luther King, Jr., Black Power, Black history, Black Panther Party, Afrocentrism, African- American culture, African-American Civil Rights Movement (1954-68), Black History Month, African-American history, Black is beautiful, Black Consciousness Movement, Malcolm X or New Black Panther Party",79,2756,You can achieve anything you want without taking your clothes off. For more positive black pictures follow BLACK_AMERICA_TODAY! Today is the day to rise up and act! Proudblacks,Black
1940,"Black nationalism, Black Power, Black Panther Party, Malcolm X or New Black Panther Party",477,34880,That's the picture the media doesn't want you to see. Want the truth? Follow! Support The Police Proudblacks,Black
1945,"Martin Luther King, Jr.. Black Power, Black Panther Party, African-American Civil Rights Movement (1954-68) or Malcolm X, Field of study: African-American history",2,5609,Follow BlackAmericaToday! Stay woke!,Black
1946,Black Power or Black Panther Party,924,61971,Truth is on the side of the oppressed - Malcolm X,Black
1950,"Martin Luther King, Jr.. Black Power, Black Arts Movement. Fight the Power, Black history, Black Panther Party, My Black is Beautiful. African-American Civil Rights Movement (1954-68), Black is beautiful, Malcolm X (EI-Hajj Malik EI-Shabazz), Afrocentric education or Malcolm X",149,5403,We are black. We are not weird. We are limited edition.,Black
2213,"Black Power, Racial equality, Social justice, Black Panther Party or Cop Block",0,0,Yet another innocent Black man losses his life due to the canker of police brutality in America. Yet another innocent Black man losses his life due to the canker of police brutality in America. Police Brutality: Black Man Beaten To Death By Cops I BM blackmattersus.com,Black
2256,"Black Power, Black Panther Party or Cop Block",242,1476,"The Police Chief of El Cajon, Jeff Davis has revealed that the Black man.. Alfred Olango who was shot by his men on Wednesday, didn't possess a weapon as reported earlier. The Police Chief of El Cajon, Jeff Davis has revealed that the Black man, Alfred Olango who was shot by his men on Wednesday; didn't possess a weapon as reporte El Cajon Shooting: Black Man Shot By Police Had No Weapon: Police Chief Admits I BM BM",Black
2260,"Martin Luther King, Jr., Black Power, African- American Civil Rights Movement(1954-68), African-American history. Angela Davis, Malcolm X or Cop Block",0,0,"The Police Chief of El Cajon, Jeff Davis has revealed that the Black man.. Alfred Olango who was shot by his men on Wednesday, didn't possess a weapon as reported earlier. The Police Chief of El Cajon, Jeff Davis has revealed that the Black man, Alfred Olango who was shot by his men on Wednesday; didn't possess a weapon as reporte El Cajon Shooting: Black Man Shot By Police Had No Weapon: Police Chief Admits I BM blackmattersus.com",Black
2266,"Black Power, Black Panther Party or Cop Block",0,0,"November 22 will mark the second anniversary of the Tamir Rice's death. The 12-year-old was carrying a toy airsoft gun when officer Timothy Loehmann shot him within two seconds of arriving on the scene. A grand jury decided not indict the killer. Tamir's mother said she is ""mad as hell"" with the grand jury's decision of declaring the officer not guilty. She went on to say,""He was my bright and shining star. He was full of light and laughter. Tamir had the potential to become anything in the World, but Officer Loehmann and Garmback didn't give him a chance"". Due to the corrupt system, Samaria Rice has a dead child. However; he will always live in our hearts. Join us on November 26 to honor the memory of Tamir and show support to his family. Remember Tamir Rice",Black
2268,"Black Power. Racial equality, Social justice, Black Panther Party or Cop Block",247,3450,"November 22 will mark the second anniversary of the Tamir Rice's death. The 12-year-old was carrying a toy airsoft gun when officer Timothy Loehmann shot him within two seconds of arriving on the scene. A grand jury decided not indict the killer. Tamir's mother said she is ""mad as hell"" with the grand jury's decision of declaring the officer not guilty. She went on to say. ""He was my bright and shining star. He was full of light and laughter. Tamir had the potential to become anything in the World, but Officer Loehmann and Garmback didn't give him a chance"". Due to the corrupt system, Samaria Rice has a dead child. However: he will always live in our hearts. Join us on November 26 to honor the memory of Tamir and show support to his family. Remember Tamir Rice",Black
2272,"Black Power, Black Panther Party or Cop Block",500,3689,Do everything in your power to change the society we live in and fight to protect our children.,Black
2285,"Black Power, Black Panther Party or Cop Block",0,0,"On November 15, 2015, Jamar Clark. a 24-year-old black man, was fatally shot by two Minneapolis cops. According to witnesses. Jamar was handcuffed when he was shot. Killer cops involved in the shooting won't face discipline. Chief Janee Harteau recently said that an internal investigation found the officers were warranted in using deadly force in the death of the 24-year-old black man. It's been a year since he died. Justice still hasn't been served. Come out to honor the memory of Jamar on November 19. We won't stop until change is here! #blacklivesmatter Remember Jamar Clark",Black
2291,"Pan-Africanism, Black Power or Black Panther Party",54,556,1 see a danger to their lives every single day.,Black
2295,"Black Power, Black Panther Party or Cop Block",0,0,"Your help is needed. This case is a classic example of racial profiling in the system which has cost innocent Jerome Smith 31 years of his life already and can cost even more. Jerome must be brought home. No one pays attention to him, no one fights for his life. Let us help this man achieve justice! Please sign the petition. https://www.facebook.com/Save-Innocent-Man-Jerome-Skee-Sm ith-From-Life- Im prison ent-1090657914303896/?sk=app_ 190322544333196&ref=s",Black
2335,"Black Power, Black Panther Party or Cop Block",294,2329,"Police kill us for not moving fast enough, for minding our own business. They don't realize that our daily goal is to return to our families alive and well.",Black
2340,"Black Power, Black Panther Party or Cop Block",0,0,"Please share this disturbing video. A routine revenue collection stop turned into a nightmare for this black man. Kevin Campbell was driving his wife's minivan home in June when he was targeted for revenue collection by Allen Park Police Officer Daniel Mack. Mack literally kidnapped Campbell, placed him in handcuffs, threw him in a cage over a suspended license, accused Campbell of having drugs on him despite the fact that the K9 didn't find anything. Moreover, the cop sodomized him by putting the illegal substance inside his body. There was no search warrant.",Black
2374,"Black Power,. Black Panther Party or Cop Block",313,4655,The cop beat this man like he was a runaway slave.,Black
2397,"Black Power, Black Panther Party or Cop Block",0,0,"The video is circulating across the internet allegedly depicting a white NYPD officer raping a black 15-year-old girl in a jail cell. According to some sources, the incident took place in South Africa. However, there are some crucial points that are hidden from the society. A shocking video went viral of an on- duty white cop raping a young black teen in a jail, collecting numerous comments. Firstly; in the description box, it was w Major mismatches in the story of white cop raping 15 yo black girl I BM BM",Black
2399,"Black Power, Racial equality, Social justice, Black Panther Party or Cop Block",0,0,"The video is circulating across the internet allegedly depicting a white NYPD officer raping a black 15-year-old girl in a jail cell. According to some sources, the incident took place in South Africa. However, there are some crucial points that are hidden from the society. A shocking video went viral of an on- duty white cop raping a young black teen in a jail, collecting numerous comments. Firstly, in the description box, it was w Major mismatches in the story of white cop raping 15 yo black girl I BM BM",Black
2408,African-American Civil Rights Movement (1954-68) or Black (Color),23,930,Free Wise Beautiful That's who we are Click if you agree Free Wise Beautiful,Black
2409,"African American, African-American culture, African-American Civil Rights Movement (1954-68), Black Consciousness Movement, Police brutality in the United States, Stop Police Brutality or Black (Color)",291,3810,"Police have already killed 10 African Americans in November! Please, like and share! Click if you agree that police brutality against Blacks must stop: http://bit.ly/2gOJtQa",Black
2438,"Freckle, Baltimore, Color, African-American culture, Visual perception or Black (Color)",153,7889,Black edification is a PRO-black platform to educate and empower our people.,Black
2439,"Freckle, Baltimore, Color, Visual perception or Black (Color)",269,2395,So let's do this. Since no one knew what he looked like and the bible forbade idolatry how about we all stop trying to draw Jesus!,Black
2440,"Freckle, Baltimore, Color, African-American culture, Visual perception or Black (Color)",146,2318,Many of us are poor and struggling due to systemic racism!! So fight for something! IT IS OUR DUTY!! WE HAVE NOTHING TO LOSE BUT OUR CHAINS!,Black
2441,"Freckle, Baltimore, Color, Visual perception or Black (Color)",145,658,"The Original Statue of Liberty presented to the U.S. was a Statue of a...""Black Woman"". - Urban Intellectuals",Black
2442,"Freckle, Baltimore, Color, African-American culture, Visual perception or Black (Color)",470,4717,Melanin is gold. It's a gift of God. We have to appreciate this in all shades. The black girls with freckles are also beautiful.,Black
2444,"Freckle, Baltimore, Color, Visual perception or Black (Color)",4020,15771,"Darkness cannot drive out darkness; only light can do that. Hate cannot drive out hate; only love can do that. Martin Luther King, Jr.",Black
2454,"Martin Luther King, Jr., My Black is Beautiful, Black is beautiful or Black Girls Rock!",377,2672,"There's no way I would have anything without her. She's my inspiration, Serena said about her sister. Now Serena has 23 major singles titles. She's about to make a new world record but she's already made history. Serena is still the best tennis player at her 35. Serena and Venus made tennis black. Never before the world had a chance to admire black excellence on the tennis court. Despite the stupid mockeries aimed at their race and appearance, the Williams sisters are still the best, full of love and perfection! Thank you sisters! You made all of us great! #blackexcellence #blackperfection #blackbeauty #blackbusiness #africanamerican #blackcommunity #melanin #blackpride #blackout #america #usa #blackscience #education #diversity #serenawilliams #venuswilliams #tennis #blackgirlmagic",Black
2455,"Martin Luther King, Jr., My Black is Beautiful, Black is beautiful or Black Girls Rock!",247,1535,"There is no appropriate age to fight for your rights and stand for your community. No matter how young you are, you should realize what happens and take the stance of action. If you see that everyone else's effort wasn't enough, you should contribute, too. Just look at this girl. She understands that the problem exists and she's trying to tell people around the country about it. We think she is hoping for the best. #blackexcellence #blackperfection #blackbeauty #blackbusiness #africanamerican #blackcommunity #melanin #blackpride #blackout #america #usa #blackscience #education #diversity #flint",Black
2456,"Martin Luther King, Jr., My Black is Beautiful, African-American culture, African-American Civil Rights Movement (1954--68), African-American history, Black is beautiful or Black Girls Rock!",0,0,"Join us, if you proud to be who you are and believe that your roots give you the power! Black Excellence",Black
2457,"Martin Luther King, Jr., My Black is Beautiful, African-American culture, African-American Civil Rights Movement (1954--68), African-American history, Black is beautiful or Black Girls Rock!",0,17,"Join us, if you proud to be who you are and believe that your roots give you the power!",Black
2460,"Martin Luther King, Jr., My Black is Beautiful, Black is beautiful or Black Girls Rock!",750,4706,"When Ebony Hilton was 8, she promised her mother that one day she will become a doctor. Since that moment Ebony's mother called her ""Dr. Hilton"". It wasn't easy to follow the dream for Ebony. Or it's better to say that there were some hardships — for example, Ebony was growing without a father etc, but despite these things she successfully got the proper education and became the first black female anesthesiologist in 2013. Hilton says she never had plan B. Now she is mentoring youth as a member of program called Girls Loving OurSelves Successfully (GLOSS). That's sweet. Black women always show the power in any conditions. That's inspiring! And it's especially good that Hilton dedicated herself to teaching others. #blackexcellence #blackperfection #blackbeauty #blackbusiness #africanamerican #blackcommunity #melanin #blackpride #blackout #america #usa #blackscience #education #diversity #ebonyhilton #blackgirlmagic",Black
2461,"Martin Luther King, Jr., My Black is Beautiful, Black is beautiful or Black Girls Rock!",155,1439,"First and foremost, we as Chicago Public School students would like to thank you for the supportive donation to our schools. As we all know, CPS has been struggling financially, and your donation has really given us a push to get to where we need to be and possibly motivate others to give back to the community as well. This is only one of the many things that you have done to improve our Chicago... All of the things that you do for our city never go unnoticed. All of the free concerts you host and all the time you spend here in the city really show you care. We notice it. We look up to you because the fame usually takes humility away from artists, but it hasn't changed you... We thank you for supporting Chicago's minority youth when not many others have put time to think about the kids. As minority students we feel ignored and as though we don't have enough support from bigger influences like you. Being born and raised in Chicago is not easy at all. There are so many stereotypes and restrictions we have as teenagers due to the frequent violence and crimes. Your music puts some at ease because we know that someone cares and someone has experienced these daily struggles too. You and your music have taught us that you can be true to yourself and still be successful, still be self-made... Once again, thank you for aiding us and giving something back to the city we know and love, Chicago. Sincerely, Alex Rojas, Alondra Cerros, and Annelisse Betancourt Lake View High School Students Chicago, Illinois It's not the full letter, but some extracts. It's sweet to observe how young people don't hesitate to express their gratitude and respond to someone who cares for them. We are sure, that Chano needs it. Love should be given back. It should work. As an independent artist he got people's support and Chance didn't forget who made him famous. Artists are made of talent, work and people's love. That's cool that this love goes back and forth! We need more of these positive black people on the media, because some people forget how much love and care black people show. Hopefully one day different race will be the issue of diversity, not stereotypes. #blackexcellence #blackperfection #blackbeauty #blackbusiness #africanamerican #blackcommunity #melanin #blackpride #blackout #america #usa #blackscience #education #diversity #chancetherapper #chicago #music #hiphop #rap",Black
2462,"Martin Luther King, Jr., My Black is Beautiful, Black is beautiful or Black Girls Rock!",1074,6911,Little black cutie! #blackexcellence #blackperfection #blackbeauty #blackbusiness #africanamerican #blackcommunity #melanin #blackpride #blackout #america #usa #blackscience #education #diversity #blackchildren #africanchildren #baby #blackgirlmagic,Black
2463,"Martin Luther King, Jr., My Black is Beautiful, Black is beautiful or Black Girls Rock!",1122,7054,Serious ladies. #blackexcellence #blackperfection #blackbeauty #blackbusiness #africanamerican #blackcommunity #melanin #blackpride #blackout #america #usa #blackscience #education #diversity #blackgirlmagic,Black
2464,"Martin Luther King, Jr., My Black is Beautiful, Black is beautiful or Black Girls Rock!",672,4423,"New trends. Often ""new trends"" of American and European cultures is nothing but reinvention of African legacy. People should pay more attention to education and history of things. People should know the origins, not to confuse things. If you want to stress that you use something you taken from another culture it's one thing. But when you wear (for example) dreadlocks and don't know anything about its meaning, it can look strange, even weird. White people do many such things unintentionally. It doesn't make them wise. Same goes to African Americans who copy white people. Know yourself! We have beautiful culture and history! #blackexcellence #blackperfection #blackbeauty #blackbusiness #africanamerican #blackcommunity #melanin #blackpride #blackout #america #usa #blackscience #education #diversity",Black
2465,"Martin Luther King, Jr., My Black is Beautiful, Black is beautiful or Black Girls Rock!",515,2989,#blackexcellence #blackperfection #blackbeauty #blackbusiness #africanamerican #blackcommunity #melanin #blackpride #blackout #america #usa #blackscience #education #diversity #blackgirlmagic,Black
